Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status,4.0_GA_195,4.0_GA_2020,4.0_GA_4020
UPGRADE Suite, MPZ Imported network Upgrade Test, genericTestGenerator.GMPOAuto, Verify,"  ""Force SMR20 and Scalable up to 12 and add fibers""- ""Row_24""- ""upgrade""- ""upgrade_testsSSON""- ""MPZ_upgrade"" ",, failed,Not Executed, failed
UPGRADE Suite, MPZ Imported network Upgrade Test, genericTestGenerator.GMPOAuto, Verify,"  ""Enable Layer 2 flag in upgrade""- ""Row_33""- ""upgrade""- ""upgrade_testsSSON""- ""MPZ_upgrade"" ",, failed,Not Executed, failed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Login to GMPO""- ""Row_2""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Warning message on Fiber deletion""- ""Row_3""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, failed,Not Executed, failed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Warning message on node deletion""- ""Row_4""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, failed,Not Executed, failed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Network save warning message on node addition""- ""Row_9""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Network save warning message on fiber addition""- ""Row_10""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Network save warning message on wave addition""- ""Row_11""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Network save warning message on wave deletion""- ""Row_12""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Network save warning message on fiber deletion""- ""Row_13""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Warning message test for SSON Network, genericTestGenerator.GMPOTest, Verify,"  ""Network save warning message on node deletion""- ""Row_14""- ""upgrade""- ""upgrade_testsSSON""- ""WarningMessage"" ",, passed,Not Executed, passed
UPGRADE Suite, Node Conversion in upgrade, upgradeSuite.NodeConversion_Upgrade, Verify_OLA_To_ROADM_Conversion,  ,, failed,Not Executed, failed
UPGRADE Suite, Node Conversion in upgrade, upgradeSuite.NodeConversion_Upgrade, Verify_OLA_To_Passthrough_Conversion,  ,, passed,Not Executed, passed
UPGRADE Suite, Node Conversion in upgrade, upgradeSuite.NodeConversion_Upgrade, Verify_Passthrough_To_ROADM_Conversion,  ,, failed,Not Executed, failed
UPGRADE Suite, Node Conversion in upgrade, upgradeSuite.NodeConversion_Upgrade, Verify_Passthrough_To_OLA_Conversion,  ,, failed,Not Executed, failed
UPGRADE Suite, Node Conversion in upgrade, upgradeSuite.NodeConversion_Upgrade, Convert_Passthrough_To_ROADM_Add_Wave,  ,, failed,Not Executed, failed
UPGRADE Suite, Node Conversion in upgrade, upgradeSuite.NodeConversion_Upgrade, Convert_OLA_To_ROADM_Add_Wave,  ,, failed,Not Executed, failed
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Mpo16ToMpo8"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Chassis Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Scalable Upto Degree"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Controller Card"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Degree Mesh Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Redundant Controller Card"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""ECU Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Redundant Power Scheme"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Pre Equip Degree"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Power Supply"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Site Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Node Protection"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""MF Unit"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""Mpo16Lc"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M15_Chassis_And_SMR20_Forced,"  ""UTS AC Power Cables"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Mpo16ToMpo8"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Chassis Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Scalable Upto Degree"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Controller Card"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Degree Mesh Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Redundant Controller Card"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""ECU Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Redundant Power Scheme"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Pre Equip Degree"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Power Supply"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Site Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Type"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Node Protection"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""MF Unit"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""Mpo16Lc"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_DropDownOptions_For_ROADM_Node_When_M6_Chassis_And_SMR20_Forced,"  ""UTS AC Power Cables"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_PreEquipDegree_Options_On_Changing_ScalableUpTo_option_When_SMR20_Forced,"  ""12"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_PreEquipDegree_Options_On_Changing_ScalableUpTo_option_When_SMR20_Forced,"  ""4"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_PreEquipDegree_Options_On_Changing_ScalableUpTo_option_When_SMR20_Forced,"  ""16"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_PreEquipDegree_Options_On_Changing_ScalableUpTo_option_When_SMR20_Forced,"  ""8"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_PreEquipDegree_Options_On_Changing_ScalableUpTo_option_When_SMR9_Forced,"  ""4"" ",, broken,Not Executed, broken
UPGRADE Suite, Drop Down Options, upgradeSuite.DropDownOptionsList, Verify_PPMESH8_5AD_Is_NotSupported_With_SMR9,  ,, broken,Not Executed, broken
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""ROADMSITE:UPGRADE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""Fibers:UPGRADE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""Waves:UPGRADE"" ",, failed,Not Executed, failed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""PASSSITE:UPGRADE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""ROADMSITE:ANALYZED"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""Fibers:ANALYZED"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""Waves:ANALYZED"" ",, failed,Not Executed, failed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_NetworkProperty,"  ""PASSSITE:ANALYZED"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_CBandProperty,"  ""ROADMSITE:UPGRADE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_CBandProperty,"  ""OLASITE:UPGRADE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_CBandProperty,"  ""ROADMSITE:ANALYZED"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.PropertyDisplay, Display_CBandProperty,"  ""OLASITE:ANALYZED"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.MultiplePropertyUpdate, EditMultiplePorperty_InOneTime_And_Analyze_Verify_BOM,"  ""MPZNetwork""- ""SMR9_TestCases_EV_OFF"" ",, failed,Not Executed, failed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.MultiplePropertyUpdate, EditMultiplePorperty_InOneTime_And_Analyze_Verify_BOM,"  ""MPZNetwork""- ""SMR9_TestCases_EV_ON"" ",, failed,Not Executed, failed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.MultiplePropertyUpdate, EditMultiplePorperty_InOneTime_And_Analyze_Verify_BOM,"  ""UpgradeTopology""- ""SMR20_Testcase_EV_ON"" ",, failed,Not Executed, failed
UPGRADE Suite, Network Property Display and Update, upgradeSuite.MultiplePropertyUpdate, EditMultiplePorperty_InOneTime_And_Analyze_Verify_BOM,"  ""UpgradeTopology""- ""SMR20_Testcase_EV_OFF"" ",, failed,Not Executed, failed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Chassis Type::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Degree Mesh Type::DEG-5/UPG-4::DEG-5/UPG-4"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""8X10G-FO::true::TRUE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Evolved Mesh::true::true"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Use Payg::true::TRUE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""ECU Type::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Chassis Disaggregation::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Redundant Power Scheme::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Pre Equip Degree::None::None"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Name::Site-3::Site-3"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Power Supply::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""MR-MXP BreakOut Cable::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Site Type::SMR-20::SMR-20"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Enable NCS::true::TRUE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""MF Unit::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Connection Verification::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""CLLI Code::BLANK::BLANK"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Mpo16Lc::MF-MPO-16LC::MF-MPO-16LC"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""UTS AC Power Cables::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Structure::Multi-degree::Multi-degree"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Position Lock::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Mpo16ToMpo8::MPO16To2MPO8Cable::MPO16To2MPO8Cable"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Layout Template::None::None"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Controller Card::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Scalable Upto Degree::4::4"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Redundant Controller Card::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Cascaded SMR::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Type::ROADM::ROADM"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Node Protection::Same Shelf::Same Shelf"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Functionality::OXC::OXC"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Node Type::FLEX NG-DWDM::FLEX NG-DWDM"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, ROADM_Site_Properties_DefaultValues,"  ""Site Address::BLANK::BLANK"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Position Lock::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Type::PASSTHROUGH::PASSTHROUGH"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Functionality::Pass Through::Pass Through"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Scalable Upto Degree::2::2"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Node Type::FLEX NG-DWDM::FLEX NG-DWDM"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""CLLI Code::BLANK::BLANK"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Site Address::BLANK::BLANK"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Structure::Line::Line"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Passthrough_Site_Properties_DefaultValues,"  ""Name::Site-6::Site-6"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Position Lock::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Functionality::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Scalable Upto Degree::2::2"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Node Type::FLEX NG-DWDM::FLEX NG-DWDM"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""CLLI Code::BLANK::BLANK"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Site Address::BLANK::BLANK"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Structure::Line::Line"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, OLA_Site_Properties_DefaultValues,"  ""Name::Site-5::Site-5"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Destination::Site-2::Site-2"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""OSC Frame Type::Auto::Auto"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Bidirectional::true::TRUE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Ageing Loss [dB]::0::0"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Fiber Type::G652-SMF::G652-SMF"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Source::Site-1::Site-1"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Length Based Loss::true::TRUE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Name::Fiber-1::Fiber-1"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Loss Coefficient [dB/km]::0.25::0.25"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Raman Amplified::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Business Status::FUTURE::FUTURE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""Network Status::UNDISCOVERED::UNDISCOVERED"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""DCN Extension::false::FALSE"" ",, passed,Not Executed, passed
UPGRADE Suite, Network Property Default value, upgradeSuite.PropertyDefaultValue, Fiber_Properties_DefaultValues,"  ""PMD Coefficient::0.06::0.06"" ",, passed,Not Executed, passed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""MPZPlainUPGRADE""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""MPZPlainUPGRADE_ANALYZE""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""PlainUPGRADE""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""PlainUPGRADE_ANALYZE""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""SMR20_Testcase_EV_OFF""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""SMR20_Testcase_EV_ON""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""SMR9_TestCases_EV_OFF""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO BOM Report, genericTestGenerator.CompareResutls, Compare,"  ""SMR9_TestCases_EV_ON""- ""upgrade""- ""BOM"" ",, failed,Not Executed, failed
UPGRADE Suite, GMPO CONNCTION Report, genericTestGenerator.CompareResutls, Compare,"  ""MPZPlainUPGRADE_ANALYZE""- ""upgrade""- ""CONNECTION"" ",, failed,Not Executed, failed
