Suite, Main-Scenario, Sub-Scenario, Test, Parameter, Status, Owner, Bug/Auton, Comments
Test Setup, TestSetup, TestSetup.AddAlien, AddRequiredAlienInServer,  , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Power Supply"- "AC2 Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Controller Card"- "TNC-E/TSC-E"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Redundant Controller Card"- "No"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "UTS AC Power Cables"- "Japan"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Redundant Power Scheme"- "Yes"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "ECU Type"- "ECU-S"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "MF Unit"- "MF1-RU"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Scalable Upto Degree"- "8"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Degree Mesh Type"- "PPMESH8-5AD"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site2"- "Pre Equip Degree"- "None"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Mpo16ToMpo8"- "MF-2MPO-ADP"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Power Supply"- "DC40 Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Redundant Power Scheme"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "ECU Type"- "ECU-S"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Scalable Upto Degree"- "12"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site3"- "Pre Equip Degree"- "None"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Evolved Mesh"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Node Protection"- "Separated Shelves"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Mpo16Lc"- "MF-MPO-16LC"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Mpo16ToMpo8"- "MPO16To2MPO8Cable"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Connection Verification"- "false"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Chassis Type"- "M15 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Controller Card"- "TNCS"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Redundant Controller Card"- "Yes"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Redundant Power Scheme"- "1+1"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "ECU Type"- "ECU"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "MF Unit"- "MF-6RU/MF-10RU"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Scalable Upto Degree"- "16"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Site Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Degree Mesh Type"- "DEG-5/UPG-4"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site4"- "Pre Equip Degree"- "None"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Power Supply"- "DC Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Controller Card"- "TNCS-O"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Redundant Power Scheme"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "Raman Adapter Share"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "ECU Type"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site6"- "MF Unit"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Node Protection"- "Same Shelf"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Enable NCS"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Use Payg"- "true"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Chassis Type"- "M6 Chassis"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Power Supply"- "DC20 Power"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Controller Card"- "TNCS-2"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Redundant Controller Card"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "UTS AC Power Cables"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
2K_Flex suite, 2K Flex Test5, support_2K_Flex.basic_2kFlex_MPZ, verifyEditedPropertyInExplorerAfterAnalyze,  "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Yes"- "Sites"- "Site8"- "Redundant Power Scheme"- "Auto"- ""- "2K-FLEX-NETWORK-NONSSON-ANSI-Z"- "Site-1-Site-3-Site-6-Site-7" , passed
